Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (mcg)",Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B6 (mg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Caffeine (mg),Theobromine (mg),Price per Weight (£/100Gram),GHG(kgco3eq/100g)
25.0,0.07,0.42,8.42,1.69,0.4,0.008,14.0,0.09,117.0,8.0,8.02,90.79,8.0,15.0,-2.137,14.0,2.0,0.08,0.027000000000000003,0.1,0.025,0.015,0.142,0.038,10.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0317
457.0,15.2,11.79,68.26,4.76,3.8,1.3419999999999999,17.0,4.59,129.0,37.0,64.46,2.0,100.0,2034.0,6.449,124.0,854.0,0.96,0.141,33.1,0.56,0.307,7.042999999999999,0.109,135.0,114.0,22.0,0.0,0.0,0.0,0.0,15.0,10842.0,2130.0,1.0,0.0,0.0,0.0,0.0,0.757575758,0.0988
392.0,25.0,35.75,3.22,0.11,0.0,14.85,1184.0,0.82,92.0,44.0,3.22,30.0,297.0,272.0,24.705,694.0,1175.0,2.75,0.032,22.5,0.039,0.332,0.271,0.091,7.0,0.0,7.0,201.0,66.0,0.0,0.0,0.0,7515.0,569.0,0.0,0.0,0.0,0.0,0.0,2.2,2.124
90.0,0.55,19.99,0.0,0.0,0.0,0.111,14.0,0.21,351.0,26.0,0.0,79.65,168.0,21.0,11.809000000000001,278.0,261.0,0.4,0.026000000000000002,31.7,0.023,0.069,4.119,0.327,13.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,74.0,204.0,51.0,6.0,109.0,0.0,0.0,1.392857143,0.3982
384.0,7.14,7.14,72.81,0.0,7.1,0.0,0.0,0.0,99.0,20.0,65.71,11.0,104.0,2353.0,4.584,100.0,571.0,0.65,0.133,31.3,0.111,0.037000000000000005,1.1540000000000001,0.040999999999999995,24.0,0.0,24.0,0.0,0.0,0.0,0.0,17.0,4043.0,2457.0,0.0,0.0,0.0,0.0,0.0,0.325,0.1441
139.0,2.06,28.81,0.0,0.0,0.0,0.588,10.0,0.65,247.0,31.0,0.0,68.09,13.0,427.0,16.729,237.0,468.0,1.63,0.062,29.9,0.036000000000000004,0.204,11.652000000000001,0.763,10.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,621.0,524.0,4.0,5.0,4.0,0.0,0.0,0.875,0.6092
380.0,1.7,5.5,90.1,53.6,5.0,0.2,15.0,6.7,176.0,59.0,85.1,1.4,38.0,562.0,5.6339999999999995,227.0,95.0,5.6,0.2,48.6,1.4,1.6,18.5,1.9,370.0,351.0,19.0,832.0,2.0,0.0,0.0,92.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.42222222200000004,0.0988
147.0,5.82,21.8,0.36,0.1,0.0,2.681,10.0,2.22,210.0,17.0,0.36,69.53,11.0,116.0,12.149000000000001,175.0,1078.0,4.98,0.091,17.7,0.052000000000000005,0.161,4.26,0.221,6.0,0.0,6.0,0.0,22.0,0.0,0.0,11.0,2118.0,145.0,0.0,0.0,0.0,0.0,0.0,1.75,5.957000000000001
156.0,7.54,21.99,0.0,0.0,0.0,2.759,6.0,1.94,276.0,23.0,0.0,70.14,17.0,382.0,10.041,156.0,56.0,5.67,0.076,27.3,0.115,0.271,5.555,0.467,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3277.0,439.0,0.0,11.0,0.0,0.0,0.0,1.718061674,5.957000000000001
4.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,99.11,0.0,0.0,0.20600000000000002,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.41666666700000005,0.5752
274.0,11.2,3.3,41.1,25.75,2.2,2.044,15.0,0.42,149.0,9.0,38.9,43.5,1.0,5002.0,-0.738,33.0,135.0,0.19,0.03,6.1,0.04,0.025,0.33,0.046,28.0,22.0,6.0,6.0,5.0,1.0,0.0,42.0,3267.0,5315.0,0.0,0.0,1.0,0.0,0.0,0.225,0.1441
225.0,17.2,16.3,0.0,0.0,0.0,5.96,16.0,3.35,243.0,18.0,0.0,65.9,80.0,1700.0,9.318999999999999,193.0,110.0,3.01,0.07,10.4,0.49,0.485,5.3,0.24,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8130.0,1780.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7282
90.0,2.01,4.98,13.55,0.54,3.7,0.631,29.0,1.44,319.0,35.0,9.85,77.75,170.0,369.0,-2.184,92.0,370.0,0.58,0.129,5.8,0.076,0.079,0.36700000000000005,0.10300000000000001,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,601.0,543.0,0.0,0.0,0.0,0.0,0.0,0.2875,0.161
215.0,15.06,18.6,0.0,0.0,0.0,4.31,11.0,0.9,189.0,20.0,0.0,65.99,50.0,2880.0,9.896,147.0,70.0,1.31,0.048,14.4,0.06,0.12,6.801,0.35,6.0,0.0,6.0,41.0,0.0,0.0,0.0,0.0,6240.0,3230.0,10.0,10.0,30.0,0.0,0.0,0.226923077,0.6092
15.0,1.1,0.59,0.58,0.0,0.0,0.0,197.0,0.35,67.0,7.0,0.58,97.05,0.0,236.0,-3.5,10.0,71.0,0.07,0.028999999999999998,0.2,0.06,0.047,0.075,0.015,1.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,708.0,236.0,0.0,0.0,0.0,0.0,0.0,0.096899225,0.2781
28.0,0.19,1.58,6.09,2.84,2.3,0.043,33.0,0.91,187.0,22.0,3.79,90.58,60.0,38.0,-2.958,33.0,257.0,0.21,0.061,0.5,0.064,0.085,0.603,0.11,24.0,0.0,24.0,0.0,311.0,57.0,0.0,526.0,9.0,98.0,0.0,0.0,0.0,0.0,0.0,0.5,0.161
269.0,3.61,11.69,47.31,6.9,4.2,0.746,196.0,2.92,181.0,47.0,43.11,35.23,179.0,1618.0,3.823,154.0,463.0,1.17,0.165,26.7,0.532,0.29100000000000004,4.779,0.127,84.0,53.0,31.0,27.0,6.0,0.0,0.0,6.0,713.0,1796.0,0.0,0.0,0.0,0.0,0.0,0.185185185,0.1441
504.0,46.28,19.25,1.18,0.0,0.0,17.708,19.0,1.33,274.0,18.0,1.18,28.55,210.0,4305.0,8.777000000000001,158.0,1582.0,2.44,0.091,29.0,0.271,0.257,4.987,0.36200000000000004,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,20770.0,4458.0,4.0,20.0,4.0,0.0,0.0,0.833333333,0.7282
29.0,0.01,0.04,7.47,2.1,0.0,0.0,3.0,0.04,19.0,1.0,7.47,92.34,0.0,0.0,-0.373,2.0,21.0,0.01,0.009000000000000001,0.1,0.003,0.004,0.018000000000000002,0.01,0.0,0.0,0.0,0.0,1178.0,144.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.075
1.0,0.0,0.0,0.31,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.31,99.62,0.0,0.0,1.045,36.0,26.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.6619047619999998,0.09699999999999999
65.0,0.39,1.23,13.86,0.09,0.7,0.06,1.0,0.57,22.0,5.0,13.16,84.36,0.0,130.0,0.512,14.0,2.0,0.14,0.0,2.7,0.10300000000000001,0.057999999999999996,0.762,0.035,27.0,14.0,13.0,0.0,0.0,0.0,0.0,197.0,62.0,130.0,0.0,0.0,0.0,0.0,0.0,0.146666667,0.0988
19.0,0.07,1.76,2.85,2.63,0.0,0.045,64.0,0.04,100.0,20.0,2.85,94.86,1.0,17.0,-0.645,53.0,25.0,0.23,0.018000000000000002,1.6,0.023,0.124,0.9309999999999999,0.019,3.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.484848485,1.6477
386.0,6.09,8.3,79.9,34.2,7.3,1.1,333.0,15.0,248.0,80.0,72.6,2.29,235.0,1655.0,2.28,267.0,390.0,12.5,0.251,18.8,1.29,1.39,16.7,1.66,667.0,648.0,19.0,498.0,3.0,0.0,0.0,104.0,2790.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.584070796,0.0988
129.0,4.97,19.68,0.0,0.0,0.0,0.862,215.0,0.64,344.0,30.0,0.0,74.04,1277.0,124.0,11.27,337.0,403.0,0.76,0.069,33.2,0.023,0.18600000000000003,6.5360000000000005,0.3,15.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,1205.0,1420.0,323.0,86.0,669.0,0.0,0.0,0.7177033490000001,0.3982
84.0,0.0,0.0,6.57,6.57,0.0,0.0,1.0,0.02,1.0,0.0,6.57,84.89,0.0,0.0,0.003,1.0,9.0,0.08,0.01,0.0,0.002,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.1585
49.0,0.12,0.68,11.54,8.31,0.3,0.013999999999999999,11.0,0.13,178.0,11.0,11.24,87.22,7.0,23.0,-3.2260000000000004,17.0,2.0,0.07,0.042,0.1,0.046,0.039,0.28,0.076,19.0,0.0,19.0,0.0,8.0,8.0,0.0,27.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0317
381.0,0.05,0.26,91.27,0.0,0.9,0.009000000000000001,2.0,0.47,3.0,3.0,90.37,8.32,0.0,25.0,0.44,13.0,9.0,0.06,0.05,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0988
45.0,0.0,0.0,11.27,10.42,0.0,0.0,8.0,0.0,4.0,0.0,11.27,88.45,0.0,0.0,-0.188,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.25,0.0317
252.0,3.5,12.45,42.71,4.34,6.0,0.722,161.0,2.47,254.0,75.0,36.71,39.01,138.0,1451.0,4.52,212.0,455.0,1.77,0.22699999999999998,25.7,0.39399999999999996,0.16699999999999998,4.438,0.215,42.0,0.0,42.0,0.0,2.0,0.0,0.0,87.0,620.0,1592.0,0.0,0.0,0.0,0.0,0.0,0.1975,0.1441
357.0,12.4,5.4,57.2,35.49,0.8,3.2689999999999997,130.0,1.52,95.0,12.0,56.4,23.3,199.0,2949.0,2.077,93.0,327.0,0.32,0.059000000000000004,13.0,0.18600000000000003,0.242,1.5330000000000001,0.021,38.0,31.0,7.0,15.0,1.0,0.0,0.0,5.0,5309.0,3148.0,0.0,0.0,0.0,0.0,0.0,0.459558824,0.1441
50.0,0.0,1.3,11.8,11.59,0.1,0.0,5.0,0.27,46.0,6.0,11.7,86.9,0.0,0.0,-0.408,4.0,3.0,0.06,0.040999999999999995,0.1,0.03,0.019,0.207,0.047,9.0,0.0,9.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151515152,0.0317
1.0,0.02,0.09,0.0,0.0,0.0,0.002,2.0,0.01,38.0,3.0,0.0,99.51,0.0,1.0,-0.789,2.0,2.0,0.02,0.004,0.0,0.011000000000000001,0.057999999999999996,0.146,0.001,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,31.0,0.0,0.484848485,1.6477
134.0,5.86,19.09,0.0,0.0,0.0,0.9059999999999999,26.0,0.37,317.0,33.0,0.0,72.77,1471.0,272.0,11.45,270.0,51.0,0.99,0.07200000000000001,12.6,0.14,0.12,3.0,0.3,15.0,0.0,15.0,36.0,0.0,0.0,0.0,0.0,1996.0,2149.0,317.0,163.0,941.0,0.0,0.0,0.419230769,0.3982
96.0,5.71,0.58,11.9,8.94,1.3,0.884,13.0,0.29,103.0,11.0,10.6,81.45,425.0,2951.0,-2.0140000000000002,9.0,49.0,0.12,0.10099999999999999,0.3,0.073,0.031,0.452,0.102,17.0,0.0,17.0,1.0,40.0,0.0,0.0,8.0,1272.0,3382.0,0.0,0.0,0.0,0.0,0.0,0.740740741,0.075
342.0,1.33,12.29,75.87,0.41,12.5,0.23199999999999998,35.0,2.46,410.0,164.0,63.37,9.0,23.0,518.0,3.7030000000000003,300.0,17.0,1.93,0.335,2.3,0.23199999999999998,0.115,5.114,0.342,27.0,0.0,27.0,0.0,5.0,0.0,0.0,220.0,173.0,541.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0988
26.0,0.29,2.81,4.78,1.35,3.0,0.044000000000000004,56.0,0.81,212.0,18.0,1.78,91.46,105.0,31.0,-2.448,50.0,24.0,0.48,0.038,2.8,0.053,0.096,0.47,0.13,67.0,0.0,67.0,0.0,610.0,20.0,0.0,1120.0,20.0,136.0,0.0,0.0,0.0,0.0,0.0,0.05888888900000001,0.0437
22.0,0.08,0.71,5.06,2.99,2.0,0.008,33.0,0.18,177.0,9.0,3.06,93.6,32.0,9.0,-3.091,26.0,16.0,0.12,0.002,0.2,0.027000000000000003,0.023,0.299,0.067,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0365
63.0,1.08,2.37,11.65,8.28,1.2,0.585,79.0,0.23,174.0,13.0,10.45,84.25,38.0,66.0,-1.474,65.0,29.0,0.37,0.034,1.9,0.034,0.121,0.307,0.085,11.0,0.0,11.0,18.0,14.0,3.0,0.0,19.0,267.0,105.0,0.0,0.0,0.0,0.0,0.0,0.173333333,0.075
186.0,7.79,28.34,0.54,0.53,0.0,2.134,32.0,0.97,322.0,24.0,0.54,62.87,71.0,1167.0,15.812999999999999,264.0,725.0,2.05,0.066,51.1,0.092,0.138,7.676,0.184,7.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,3610.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.6092
379.0,35.06,1.09,14.64,15.18,0.8,5.092,17.0,1.18,107.0,8.0,13.84,46.51,2351.0,15869.0,-1.156,27.0,962.0,0.26,0.0,1.5,1.445,0.057999999999999996,0.418,0.0,0.0,0.0,0.0,4.0,92.0,2.0,2597.0,29.0,7881.0,18220.0,0.0,0.0,0.0,0.0,0.0,0.34,0.5944
362.0,18.29,6.33,43.96,20.82,1.5,3.113,172.0,1.9,124.0,23.0,42.46,29.03,9.0,6103.0,3.638,162.0,409.0,0.8,0.08199999999999999,15.6,0.185,0.23800000000000002,1.305,0.049,37.0,24.0,13.0,41.0,1.0,0.0,0.0,89.0,7368.0,6961.0,0.0,1.0,8.0,0.0,0.0,0.4,0.1441
200.0,14.02,17.15,0.0,0.0,0.0,3.89,11.0,0.78,236.0,18.0,0.0,68.18,30.0,2460.0,7.9879999999999995,140.0,61.0,1.15,0.049,11.8,0.073,0.17,5.675,0.295,3.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,6160.0,2770.0,10.0,10.0,10.0,0.0,0.0,226.1904762,0.6092
240.0,10.81,9.24,26.51,3.62,2.1,3.7560000000000002,159.0,2.04,154.0,21.0,24.41,51.58,36.0,1486.0,4.579,160.0,393.0,1.18,0.207,18.9,0.191,0.23,1.966,0.094,35.0,33.0,2.0,51.0,93.0,2.0,1606.0,55.0,3732.0,1682.0,0.0,0.0,0.0,0.0,0.0,0.36842105299999994,0.1441
239.0,2.65,3.34,50.47,6.87,5.1,0.215,180.0,3.57,76.0,13.0,45.37,42.0,24.0,613.0,-0.799,50.0,593.0,0.56,0.096,0.4,0.615,0.48,3.875,0.037000000000000005,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1353.0,637.0,3.0,0.0,0.0,0.0,0.0,0.6166666670000001,0.1441
231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.0,0.0,0.0,66.6,0.0,0.0,0.14300000000000002,5.0,1.0,0.07,0.05,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142857143,0.1585
374.0,2.0,7.7,85.2,24.8,6.3,0.5,34.0,7.9,184.0,42.0,78.9,2.35,24.0,376.0,3.5239999999999996,140.0,515.0,6.6,0.263,33.7,0.7,0.7,8.8,0.877,175.0,156.0,19.0,0.0,0.0,0.0,0.0,109.0,200.0,400.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0988
110.0,0.4,7.6,19.65,1.82,5.4,0.066,36.0,1.5,268.0,43.0,14.25,71.54,12.0,152.0,1.095,125.0,5.0,1.01,0.259,2.6,0.09699999999999999,0.08900000000000001,0.711,0.07200000000000001,104.0,0.0,104.0,0.0,9.0,0.0,0.0,0.0,79.0,164.0,0.0,0.0,0.0,0.0,0.0,0.17692307699999998,0.161
346.0,1.81,3.89,88.28,47.3,9.9,0.698,22.0,1.15,1491.0,108.0,78.38,3.0,126.0,211.0,-29.941999999999997,74.0,3.0,0.61,0.391,3.9,0.18,0.24,2.8,0.44,14.0,0.0,14.0,0.0,101.0,96.0,0.0,84.0,153.0,337.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0678
368.0,15.62,5.77,51.88,27.65,0.8,2.658,163.0,2.01,118.0,14.0,51.08,24.63,8.0,5219.0,2.438,124.0,363.0,0.51,0.067,15.5,0.20800000000000002,0.248,1.704,0.048,45.0,33.0,12.0,36.0,1.0,0.0,0.0,67.0,6307.0,5965.0,0.0,1.0,7.0,0.0,0.0,0.4,0.1441
261.0,22.2,12.6,1.9,1.5,0.0,9.865,6.0,2.2,188.0,13.0,1.9,60.0,377.0,660.0,9.372,205.0,1140.0,1.77,0.19,14.6,0.10300000000000001,0.18899999999999997,3.238,0.18,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10648.0,1036.0,0.0,0.0,0.0,0.0,0.0,2.352941176,5.957000000000001
91.0,0.12,0.83,23.36,20.06,3.3,0.005,11.0,0.42,94.0,12.0,20.06,75.33,23.0,45.0,-1.702,9.0,3.0,0.16,0.057,0.1,0.02,0.031,0.44299999999999995,0.042,11.0,0.0,11.0,0.0,12.0,16.0,0.0,91.0,11.0,68.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.1214
64.0,1.09,2.21,11.36,0.17,1.7,0.18600000000000003,12.0,0.68,58.0,24.0,9.66,84.77,17.0,369.0,1.4769999999999999,65.0,70.0,0.62,0.07200000000000001,4.8,0.062,0.023,0.17,0.015,4.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,332.0,386.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0988
179.0,8.8,2.9,21.9,0.0,2.9,1.755,26.0,0.94,62.0,13.0,19.0,64.9,117.0,2588.0,0.691,34.0,526.0,0.23,0.069,30.7,0.11699999999999999,0.092,1.247,0.038,97.0,89.0,8.0,73.0,58.0,0.0,0.0,0.0,3856.0,2706.0,0.0,0.0,0.0,0.0,0.0,1.076923077,0.1441
518.0,53.01,9.34,0.0,0.0,0.0,19.33,5.0,0.52,185.0,4.0,0.0,36.74,480.0,5030.0,4.499,108.0,32.0,1.02,0.052000000000000005,8.0,0.396,0.242,4.647,0.13,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,24700.0,5650.0,0.0,0.0,0.0,0.0,0.0,0.575,0.7282
265.0,21.49,14.21,3.88,0.0,0.0,13.3,493.0,0.65,62.0,19.0,3.88,55.22,265.0,326.0,11.215,337.0,1139.0,2.88,0.032,15.0,0.154,0.8440000000000001,0.991,0.424,32.0,0.0,32.0,125.0,3.0,0.0,0.0,0.0,4623.0,591.0,0.0,0.0,0.0,0.0,0.0,0.64516129,2.124
357.0,1.08,14.73,74.9,2.5,6.2,0.156,21.0,1.96,427.0,177.0,68.7,7.76,300.0,377.0,9.301,433.0,7.0,5.96,0.524,2.8,0.115,0.262,6.733,0.391,95.0,0.0,95.0,0.0,11.0,0.0,0.0,220.0,159.0,676.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0988
46.0,0.13,0.1,11.3,9.62,0.2,0.022000000000000002,8.0,0.12,101.0,5.0,11.1,88.24,7.0,33.0,-2.059,7.0,4.0,0.02,0.012,0.1,0.021,0.017,0.073,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.276666667,0.0357
355.0,1.7,10.0,73.6,2.21,5.4,0.25,342.0,3.05,191.0,31.0,68.2,9.1,31.0,695.0,18.808,627.0,1148.0,0.84,0.115,12.9,0.61,0.371,3.758,0.183,136.0,127.0,9.0,0.0,1.0,0.0,0.0,78.0,324.0,726.0,0.0,0.0,0.0,0.0,0.0,0.64516129,0.1441
489.0,24.31,13.67,53.88,19.8,8.9,3.957,76.0,3.95,539.0,168.0,44.98,5.84,4.0,7194.0,5.8660000000000005,431.0,26.0,4.17,0.647,25.4,0.5479999999999999,0.354,2.739,0.37,84.0,0.0,84.0,0.0,11.0,0.0,0.0,137.0,10951.0,7809.0,2.0,0.0,0.0,0.0,0.0,0.39399999999999996,0.0988
375.0,16.07,4.49,53.0,31.47,1.1,2.844,44.0,1.3,121.0,10.0,51.9,24.96,1033.0,7049.0,4.2139999999999995,146.0,336.0,0.37,0.06,8.2,0.168,0.163,1.4180000000000001,0.04,48.0,36.0,12.0,21.0,2.0,0.0,0.0,37.0,4822.0,8103.0,0.0,1.0,8.0,0.0,0.0,0.4,0.1441
353.0,13.96,5.0,53.64,33.36,0.6,4.811,47.0,1.48,149.0,8.0,53.04,25.87,385.0,3034.0,3.665,140.0,377.0,0.43,0.042,5.0,0.17300000000000001,0.249,1.615,0.036000000000000004,42.0,14.0,28.0,69.0,5.0,0.0,0.0,203.0,3020.0,3419.0,1.0,5.0,7.0,0.0,0.0,0.458823529,0.1441
520.0,34.0,25.9,35.65,9.28,5.2,5.76,35.0,1.9,669.0,170.0,30.45,1.2,52.0,9130.0,7.3020000000000005,369.0,540.0,2.8,0.58,7.5,0.27,0.06,14.6,0.31,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,16156.0,9182.0,0.0,0.0,0.0,0.0,0.0,0.382352941,0.2497
122.0,0.44,2.25,28.09,0.28,3.8,0.09300000000000001,11.0,1.32,93.0,22.0,24.29,68.47,21.0,192.0,0.41700000000000004,54.0,187.0,0.82,0.105,8.6,0.083,0.062,2.053,0.114,16.0,0.0,16.0,0.0,5.0,0.0,0.0,56.0,57.0,213.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0988
273.0,17.61,26.83,0.0,0.0,0.0,6.47,14.0,1.01,352.0,22.0,0.0,55.04,50.0,1520.0,14.69,263.0,60.0,2.96,0.1,45.3,0.635,0.313,4.574,0.402,10.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,7880.0,1680.0,0.0,0.0,0.0,0.0,0.0,2.4,0.7282
22.0,0.68,0.8,3.26,2.55,0.2,0.069,81.0,0.21,65.0,20.0,3.06,94.99,19.0,220.0,-2.041,14.0,32.0,0.24,0.057999999999999996,0.6,0.012,0.124,1.033,0.009000000000000001,3.0,0.0,3.0,30.0,1.0,0.0,0.0,0.0,260.0,291.0,0.0,0.0,0.0,37.0,0.0,0.484848485,1.6477
128.0,13.22,1.04,4.02,0.84,3.1,1.751,46.0,0.66,58.0,10.0,0.92,77.78,81.0,1065.0,-1.3530000000000002,6.0,1340.0,0.06,0.11,0.8,0.02,0.013999999999999999,0.29,0.057,3.0,0.0,3.0,0.0,405.0,33.0,0.0,490.0,9733.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.294117647,0.075
57.0,1.93,3.32,7.74,5.95,1.6,0.54,161.0,0.87,193.0,45.0,6.14,85.69,149.0,310.0,0.235,161.0,68.0,0.72,0.012,5.7,0.17,0.19,2.26,0.225,39.0,39.0,0.0,170.0,0.0,0.0,0.0,0.0,970.0,320.0,0.0,0.0,0.0,0.0,0.0,1.6552511419999998,0.2781
174.0,6.37,27.31,0.0,0.0,0.0,2.7880000000000003,8.0,3.05,315.0,22.0,0.0,64.76,9.0,193.0,13.415999999999999,199.0,58.0,6.86,0.079,22.3,0.034,0.171,5.528,0.35700000000000004,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2547.0,306.0,0.0,0.0,0.0,0.0,0.0,0.5,5.957000000000001
470.0,20.58,7.06,67.44,0.78,5.4,2.7969999999999997,106.0,1.51,181.0,84.0,62.04,2.63,2.0,10470.0,4.341,224.0,519.0,1.37,0.09699999999999999,4.4,0.139,0.07,0.8340000000000001,0.17800000000000002,12.0,0.0,12.0,0.0,2.0,0.0,0.0,5.0,5636.0,10715.0,0.0,0.0,0.0,0.0,0.0,1.1055555559999999,0.0988
268.0,1.23,9.81,55.06,13.51,1.8,0.33,100.0,3.4,171.0,29.0,53.26,31.97,22.0,456.0,2.799,99.0,381.0,0.77,0.147,19.4,0.522,0.322,4.14,0.08,96.0,74.0,22.0,0.0,0.0,0.0,0.0,0.0,356.0,477.0,0.0,0.0,0.0,0.0,0.0,0.355555556,0.1441
274.0,12.71,12.25,27.52,3.54,2.9,6.257000000000001,218.0,2.1,204.0,24.0,24.62,45.2,12.0,1657.0,6.077000000000001,212.0,523.0,1.53,0.091,21.8,0.11,0.133,1.455,0.14,83.0,49.0,35.0,61.0,92.0,0.0,1919.0,29.0,3853.0,1824.0,3.0,7.0,0.0,0.0,0.0,0.424242424,0.1441
413.0,32.34,29.81,0.36,0.36,0.0,18.913,1011.0,0.17,81.0,36.0,0.36,33.19,433.0,1300.0,21.193,605.0,714.0,3.9,0.032,14.5,0.06,0.27899999999999997,0.106,0.081,10.0,0.0,10.0,268.0,33.0,0.0,0.0,0.0,10043.0,1733.0,0.0,0.0,0.0,0.0,0.0,1.5384615380000002,2.124
717.0,81.11,0.85,0.06,0.06,0.0,50.489,24.0,0.02,24.0,2.0,0.06,16.17,315.0,2097.0,0.434,24.0,11.0,0.09,0.016,1.0,0.005,0.034,0.042,0.003,3.0,0.0,3.0,671.0,158.0,0.0,0.0,0.0,23430.0,3010.0,0.0,0.0,0.0,0.0,0.0,0.596,4.2773
372.0,5.11,12.38,74.9,16.34,10.2,0.91,242.0,29.9,438.0,168.0,64.7,4.0,86.0,1954.0,8.426,518.0,365.0,7.72,0.317,7.0,0.72,0.82,9.78,0.89,737.0,718.0,19.0,358.0,14.0,9.0,0.0,310.0,1580.0,2040.0,0.0,0.0,0.0,0.0,0.0,1.2727272729999999,0.0988
42.0,0.3,1.5,9.2,1.6,1.8,0.079,43.0,0.7,300.0,20.0,7.4,88.0,0.0,148.0,-2.425,115.0,100.0,0.33,0.07,0.7,0.05,0.06,0.7,0.165,8.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,58.0,148.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0455
